Text,Language
machen sie weiter so wie sie sind und machen sie die gute arbeit weiter ,German
ein anderer satz ist umgangssprachlich und das ist es was amerikaner tun sagen ,German
das ist beleuchtet was bedeutet dass es erstaunlich ist was viele amerikaner in kalifornien gesagt haben ,German
oh das ist beleuchtet und du hast es wahrscheinlich in songs gehört die  wenn jemand nach fehlern erfolgreich ist können sie sagen dass sie es schaffen ,German
ich habe ihnen gesagt dass sie es schaffen werden wenn jemand sie fragt ob sie müde sind und sie sagen möchten dass sie überhaupt nicht müde sind kann nicht ein bisschen nah sagen ,German
ich möchte weitermachen ich bin nicht müde nicht davon wenn jemand sie fragt sind sie sicher und sie sind sich ziemlich sicher dass sie sagen können dass dafür kein platz ist,German
in amerika gibt es keinen zweifel ob sie jemandem eine sms senden oder ihm eine nachricht senden möchten die sie text zu text sagen damit ich ihnen eine sms über whatsapp oder ein telegramm oder einen messenger senden kann schreiben sie noch einmal eine sms um jemanden aufzumuntern und ihm zu sagen dass er nicht verärgert sein soll ,German
sie können sagen dass es sich nicht lohnt warum weinen sie,German
es lohnt sich nicht ,German
du bist so viel besser als das problem über das du weinst  es ist deine tränen nicht wert ,German
es lohnt sich nicht ,German
ich persönlich liebe den satz den du rockst was bedeutet dass du unglaublich bist ,German
ach du lieber gott ,German
du rockst du rockst,German
nein du hast einen tollen job gemacht ,German
sie rocken wenn jemand nicht wirklich gut arbeitet und sie möchten dass er härter arbeitet ,German
sie können sagen sie sollten eine extrameile gehen was bedeutet dass sie wie härter arbeiten sie eine extrameile gehen sollten ,German
eine andere möglichkeit genau das zu sagen was sie sagen können: steigern sie ihr spiel indem sie härter arbeiten und verbessern sie ihr spiel ,German
wenn jemand weint und es nicht will ,German
es sinkt du sagst reiß dich zusammen wie nimm dich buchstäblich und reiß dich zusammen hör auf zu arbeiten hör auf zu weinen reiß dich zusammen ,German
hey beruhige dich zusammen noch ein satz das ,German
ich liebe dich du hast mich verkauft weil manchmal leute ihre reise beschreiben oder jemanden den sie gekauft haben und sie beschreiben dass es so gut ist ,German
und sie sind so als ob ich das gleiche kaufen möchte und ich sage ihnen dass du es verkauft hast dass du mich verkauft hast ,German
ich würde das nicht in ordnung kaufen ,German
du hast mich verkauft wenn du nicht an dem gespräch interessiert bist ,German
du bist wie im sitzen ,German
du kannst sagen es ist mir egal das ist so langweilig ,German
ich bin nicht interessiert ,German
es ist mir egal ob dich jemand etwas fragt und das ist eine wirklich einfache entscheidung für dich so wie jemand dir sagt dass du meine  million dollar nimmst und du sagst das ist ein kinderspiel ,German
ich akzeptiere es ,German
dies ist ein kinderspiel was bedeutet dass es eine wirklich einfache entscheidung für sie ist wenn sie etwas falsch gemacht haben und sie zugeben dass sie sagen können ich habe es vermasselt ja leute ,German
ich weiß ,German
es tut mir leid ,German
ich habe es vermasselt ,German
das ist mein fehler ,German
ich habe es vermasselt ich habe es vermasselt wenn du willst dass jemand anstelle von mir arbeitet kannst du sagen ,German
kannst du mich bedecken wie kannst du anstelle von mir arbeiten während ich,German
ich sehe meinen freund ,German
kannst du mich abdecken es ist zeit zu gehen und leute ich sollte besser gehen was bedeutet dass ich schon gehen sollte ,German
du weißt es ,German
es ist tatsächlich   uhr ,German
jetzt sofort ,German
ich gehe besser einen anderen weg um mich zu verabschieden ,German
ich kann sagen pass auf dich auf was bedeutet auf dich aufzupassen ,German
wir sehen uns später ,German
pass auf dich auf ,German
ich weiß nicht an welchem ​​tag sie dieses video sehen aber wenn es freitag ist zum beispiel am wochenende ,German
sie können sagen gott sei dank ist freitag oder denken himmel sagte samstag wochenende entdeckung ,German
ich bin so froh dass es jungs waren ,German
 sätze in englisch ,German
lassen sie mich wissen ob dies hilfreich war indem sie dieses video mögen und unten kommentieren wenn sie weitere coole sätze kennen ,German
das wäre toll da drüben ist irgendwo ein roter knopf ,German
hallo und herzlich willkommen ,German
in diesem video werde ich ihnen  allgemeine und sehr nützliche sätze geben die sie im gespräch verwenden können ,German
wenn sie einen satz üben hören üben sie ihn nach mir ,German
versuche meine aussprache genau zu kopieren einschließlich des von mir verwendeten tonfalls ,German
okay lass uns anfangen ,German
grundlegende grüße wie geht es dir,German
wie gehts,German
was geht,German
freut mich dich kennenzulernen ,German
lange nicht gesehen ,German
wie ist es dir gegangen,German
vielen dank ,German
wie ist es mit ihnen,German
nicht viel ,German
das übliche ,German
ich muss loslegen ,German
es war eine freude sie später zu sehen ,German
in kontakt bleiben ,German
nach informationen fragen ,German
kannst du mir sagen was dieses wort bedeutet,German
würdest du zufällig wissen wo sich die bibliothek befindet,German
zögernd ,German
das ist eine gute frage ,German
lass mich sehen ,German
lass mich einen moment nachdenken ,German
nach einer wiederholung fragen ,German
entschuldigen sie mich,German
entschuldigung das habe ich nicht verstanden ,German
würde es dir etwas ausmachen das zu wiederholen,German
kannst du etwas langsamer sprechen,German
bitte,German
sagen ich weiß nicht ,German
ich fürchte ich habe keine ahnung ,German
kann dir da nicht helfen sorry ,German
schlägt mich  meinungen ,German
was denkst du darüber,German
wie stehen sie dazu,German
ich denke das ist eine gute idee ,German
ich glaube ehrlich gesagt nicht dass es funktionieren wird ,German
für mich ist dies das beste restaurant der stadt ,German
eine frage vermeiden ,German
ich habe keine meinung zu diesem thema ,German
lassen sie mich darauf zurückkommen ,German
es steht mir nicht frei zu sagen ,German
zustimmen und nicht zustimmen ,German
ich könnte nicht mehr zustimmen ,German
du hast absolut recht ,German
ich stimme dir zu % zu ,German
sie treffen den nagel auf den kopf ,German
ich bin mir nicht sicher ob ich damit einverstanden bin ,German
ich fürchte ich bin anderer meinung ,German
ich denke du liegst falsch ,German
höflich unterbrechen ,German
entschuldigung dass ich dich unterbreche ,German
kann ich dich dort für einen moment aufhalten,German
stört es dich wenn ich hier rein springe,German
gehen sie geradeaus ,German
sicher weiter ,German
lass mich fertig machen ,German
warte einen moment ,German
vorschläge ,German
was sagst du wir gehen ins kino,German
wie wäre es heute abend mit pizza zum abendessen,German
das wäre toll klingt gut für mich  da bin ich mir nicht sicher ,German
nein das glaube ich nicht ,German
pläne schmieden ,German
was machst du heute nacht,German
hast du pläne für morgen,German
bist du nächsten samstag frei,German
willst du dieses wochenende etwas unternehmen,German
klar was hast du vor,German
ich bin das ganze wochenende frei lass uns etwas tun ,German
nein sorry ich habe schon einige pläne verrückt gemacht ,German
ich bin morgen ziemlich beschäftigt ,German
ich würde gerne etwas tun aber ich kann nicht ,German
genehmigung ,German
stört es sie wenn ich ihr handy benutze,German
wäre es in ordnung wenn ich mir morgen den tag frei nehmen würde,German
ja bitte machen sie weiter ,German
nein überhaupt nicht ,German
leider muss ich nein sagen ,German
ich möchte lieber dass du es nicht tust ,German
ich fürchte ich tue es ,German
anfragen ,German
könntest du mir das salz geben bitte,German
würde es ihnen etwas ausmachen mir etwas geld zu leihen,German
ich habe mich gefragt ob du mir dabei helfen könntest ,German
sicher kein problem ,German
ja natürlich ,German
ich würde gerne helfen ,German
entschuldigung ich kann jetzt nicht ,German
ich fürchte ich kann nicht ,German
angebote machen ,German
kann ich dir ein glas wasser holen,German
wie wäre es mit etwas eis,German
möchten sie dass ich sie nach hause fahre,German
ja bitte ,German
das wäre toll danke ,German
ich bin in ordnung aber danke für das angebot ,German
nein mir geht es gut danke ,German
menschen danken ,German
tausend dank ,German
prost ich weiß es wirklich zu schätzen ,German
das ist sehr nett von dir ,German
ich kann dir nicht genug danken ,German
schon gut ,German
erwähne es nicht ,German
jederzeit ,German
gern geschehen ,German
jemanden bitten zu warten ,German
kannst du bitte einen moment warten,German
warte eine sekunde ,German
ertrage nur einen moment mit mir ,German
ich bin gleich bei dir ,German
entschuldige mich  das tut mir wirklich leid ,German
bitte akzeptiere meine entschuldigung ,German
mach dir keine sorgen ,German
keine sorge ,German
okay wenn sie mehr lektionen über gebräuchliche sätze und phrasen wünschen lassen sie es mich im kommentarbereich unten wissen ,German
auch wenn ihnen dieses video gefallen hat klicken sie auf die schaltfläche gefällt mir und denken sie daran diesen kanal zu abonnieren indem sie auf die schaltfläche abonnieren klicken um meine neuesten lektionen hier auf youtube zu erhalten ,German
viel spaß beim lernen und wir sehen uns bald in einer weiteren lektion ,German
es war einmal das goldene brot in einem winzigen dorf in dem eine frau namens marion lebte ,German
mit ihrer einzigen tochter war narcisa marion äußerst bescheiden und süß ,German
narcisa war jedoch genau das gegenteil ,German
sie sehen sie war unbeschreiblich schön ,German
sie war wie ein lebender ,German
puppe und der amüsanteste teil ist dass sie sich bis zum äußersten geliebt hat ,German
hilf mir das brot zu backen huh auf keinen fall mama die mehlmädchen all meine hellen und funkelnden augen ,German
narcisa würdest du mir helfen diese samen zu pflanzen,German
warum sollte ich das tun,German
was habe ich den ganzen schmutz an meinen schönen fingern,German
schlimmer wenn es gut auf mein gesicht ging war das das problem mit narcisa ,German
sie hielt sich für zu groß um irgendeine arbeit zu verrichten ,German
viele freier kamen um in der ehe um narzissenhand zu bitten ,German
da ihre schönheit weit und breit bekannt war aber sie alle sehr grob zurückwies warum hast du diese männer gestern weggeschickt,German
sie schienen nett zu sein ,German
du kannst es nicht ernst meinen mutter eine von ihnen ,German
hatte so kleine augen fast wie die eines vogels und der andere hatte eine riesige nase ich würde nicht in seiner nähe sein wollen ,German
als er nieste oh oh und die letzte station nein ich will nicht mehr hören alles was ich sehen konnte war dass diese männer wirklich nett waren meine liebe du musst diese schönheit kennen ,German
ist nicht alles mutter die du erkennen musst dass ich jemanden wie einen prinzen oder einen ritter verdiene ,German
oh je eines nachts als sie schlief saß ihre mutter an ihrer seite und beobachtete sie ,German
mein liebes kind du bist so schön und lieblich aber dir ist nichts anderes wichtig als deine schönheit ,German
in diesem moment begann narzisse im schlaf zu lachen ,German
ihre mutter war äußerst überrascht wie schön sie sein musste als narzisse am nächsten morgen einen wirklich lustigen traum hatte ,German
ich bin aufgewacht sie hat alle gelächelt und hier gekichert schatz sag mir wovon hast du geträumt,German
letzte nacht mama es war so ein erstaunlicher traum dass du weißt dass dieser prinz auf mich zukam ,German
und sagte dass er mich heiraten wollte er war in einem goldenen wagen gekommen und er war von oben bis unten gekleidet und auch gold was für ein dummer traum ,German
und du weißt das beste daran war als ich in meinem hochzeitskleid war das natürlich auch aus gold war ,German
natürlich starrten alle nur mich an ,German
narcisa an diesem traum ist nichts erstaunliches ,German
es war eine sehr egoistische traummutter du weißt nicht was du sagst ,German
dieser traum hat mir klar gemacht dass ich essen brauche das viel größer ist als die art die ich hier zu hause esse ,German
brot aus gold ,German
denken sie nur an diese arme narzissenmutter die so besorgt um ihre tochter war und wie ,German
sie würde ihr leben an dem tag leben an dem zwei freunde kamen um narzissenmutter zu besuchen ,German
sie waren mellie und terry ,German
die drei waren seit ewigkeiten freunde aber terry und ellie hatten beide ein geheimnis ,German
waren magische wesen etwas von dem narcisses mutter nichts über terry melli wusste,German
oh es ist so schön dich zu sehen es ist schon sehr lange her ,German
wie war es dir,German
ich war sehr gut ,German
ich wäre besser gewesen wenn nur was wäre wenn nur meine tochter narcisa etwas verständnisvoller wäre ,German
marian erzählte mellie und terry alles über narcisa und wie sie sich sorgen um sie machte die sie essen möchte brot aus gold was mache ich mit ihr gut vielleicht wenn ihr traum wahr wird,German
das wäre wunderbar wäre es nicht gut egal ich denke mit der zeit wird sie wachsen um zu lernen lass uns über etwas anderes reden ,German
jetzt später winkten mellie und terry ihrem alten freund zum abschied und gingen weg und lächelten sich in dieser nacht heimlich an mutter und tochter ,German
ich hoffe mein traum wird wahr du weißt oh narcisa am nächsten tag als narcisa und ihre mutter draußen in ihrem garten wunderschön waren ,German
der goldene wagen kam auf sie zugeritten ,German
er war mit edelsteinen und diamanten besetzt und sah äußerst atemberaubend aus ,German
als es aufhörte kam ein gutaussehender mann heraus und sah narcisa an ,German
sie war völlig überrascht wie gutaussehend er war mein traum wird tatsächlich wahr ähm ,German
was für ein hallo ich bin hierher gekommen um nach narzissenhand in der ehe zu fragen aber woher kennst du ihren namen und wer bist du,German
ich bin schrecklich der engel des glücks ,German
der name und die schönheit ihrer tochter sind auf der ganzen welt bekannt ,German
ich habe ihnen ein geschenk gebracht aber sie kennen ihn kaum ,German
sie können nicht mit ihm gehen ,German
oh dumm er ist reich und gutaussehend ,German
was will ich mehr,German
ich akzeptiere deinen vorschlag ,German
und damit stieg sie in seinen wagen und ohne sich von ihrer mutter zu verabschieden ritt sie mit dem engel davon als sie unterwegs waren ,German
der wagen betrat plötzlich ein magisches portal das durch ein stürmisches gebiet fuhr ,German
der wagen rumpelte gewaltig herum und narzissa ,German
ich war sehr verängstigt mach dir keine sorgen mein lieber ,German
all dies wird bald vorbei sein als er sagte dass der wagen durch ein anderes portal fuhr und die auffahrt erreichte ,German
von einem riesigen und prächtigen goldenen schloss war narcisa erstaunt über die schönheit die sie sah ,German
ich wusste dass ich so viele reichtümer verdiene ,German
ich wusste dass sie es mögen würden ,German
alles was sie wollen finden sie hier von den schönsten kleidern bis zu den leckersten lebensmitteln in meinem palast wo ich gerade von essen spreche bin ich nach dieser fahrt wirklich hungrig ,German
ich bin am verhungern ,German
kann ich irgendetwas von diesem leckeren essen hier haben,German
fleisch stinkt nach melissa ,German
sie wird dir alles besorgen was du willst ,German
ich habe so viel über dich gehört ich hole dir etwas zu essen oh danke sie gingen ins esszimmer und dort auf dem tisch war das erstaunlichste essen das narcisa jemals erstaunlich gesehen hatte weil es die marmeladen sind die gemacht wurden ,German
von rubinen sind die salate von smaragden und das brot dort drüben aus goldgoldenem brot wie schön diese marmelade mit dem brot aussehen und schmecken wird mit dem sie eine scheibe genommen hat ,German
rubinmarmelade darauf und nahm einen großen bissen das ist so heiß dass ich nicht so gut essen kann es ist brot aus gold und das feinste auch aber wenn du es nicht essen kannst sollte ich dir silberbrot silber holen huh warum nicht du isst ,German
etwas anderes aber ich möchte normales brotbrot das ich essen kann ,German
siehst du nicht so aus wie die zukünftige frau meines vaters,German
es ist kalt ,German
du musst nur die besten narzissen essen die ich mir bei all dem essen angesehen habe ,German
aber war mit gebrochenem herzen für alles was dort ungenießbar war ,German
sie fing bald an zu weinen ,German
ich will das nicht aber das essen ist wirklich gut ,German
hier probieren sie ein paar goldene kartoffeln sie sind wirklich gut und nachdem sie mit mir verheiratet sind ,German
du musst das alles essen ,German
ich dachte du magst ausgefallene dinge ,German
nein ich will dich nicht heiraten ,German
ich will nach hause gehen ,German
zu meiner mutter lass mich nach hause gehen melissa und terrence sahen sich an und zwinkerten gut ,German
wenn es wirklich das ist was du willst dann bringe ich dich nach hause ,German
angst nahm das weinen und unglück ,German
narcis zu hause in der kutsche begann sie tief über die entscheidungen nachzudenken die sie getroffen hatte als sie zu hause ankam ,German
sie rannte um ihre mutter zu umarmen die traurig im haus saß noch die schwester meiner süßen tochter ,German
ich dachte ich würde dich nie wieder sehen ,German
oh mama ich liebe dich so sehr und du hattest rechtes aussehen und reichtum ist nicht alles was das goldbrot nutzlos war da ich es und den mann nicht essen konnte ,German
er war gutaussehend er hat sich überhaupt nicht um mich gekümmert aber mein lieber weißt du dass du genau so mit anderen umgegangen bist,German
ich weiß dass es mir so leid tut wie ich mich verhalten habe mama ,German
oh nein es ist in ordnung seit du es gesehen hast ,German
was dein fehler war lass uns dir von diesem tag an etwas schönes geben ,German
narcisa änderte ihre art und weise sie kämpfte zuerst aber langsam und geduldig wurde sie eines tages viel netter mellie und terry kamen marian wieder entgegen oh hallo ihr zwei also sag uns marian ,German
wie s narzissmus jetzt erzählt marian beiden alles was passiert war und sie hat sich seit dieser zeit so sehr verändert ,German
hat sie ich denke sie würde jetzt kein goldbrot mehr wollen oder,German
terry du siehst tatsächlich ein bisschen wie dieser engel aus aber was sehe ich wie könntest du er sein,German
ihr zwei seid so nett,German
 ನಾವೆಲ್ಲರೂ ಇಂಗ್ಲಿಷ್ನಲ್ಲಿ ಹೆಚ್ಚು ನಿರರ್ಗಳವಾಗಲು ತ್ವರಿತ ಮಾರ್ಗಗಳನ್ನು ಹುಡುಕುತ್ತಿದ್ದೇವೆ ಏನಾಗುತ್ತದೆ ಎಂದು ನನಗೆ ತಿಳಿದಿದೆ ನಮ್ಮ ಮೆದುಳನ್ನು ಸುತ್ತುವ ಕೆಲವೇ ಪದಗಳಿವೆ ಮತ್ತು ನಾವು ಈ ಸಂಪೂರ್ಣ ಸಂಭಾಷಣೆಯನ್ನು ಕೇವಲ ಅದ್ಭುತವಾದ ಅದ್ಭುತ ಅಥವಾ ಮಹಾಕಾವ್ಯವನ್ನು ಬಳಸಿ ಮಾಡಬೇಕಾಗಿದೆ ಆದ್ದರಿಂದ ನಾವು ಹೇಗೆ ನಿಮ್ಮ ದೈನಂದಿನ ಜೀವನದಲ್ಲಿ ನೀವು ಬಳಸಬಹುದಾದ ಕೆಲವು ಸ್ಮಾರ್ಟ್ ಹೊಸ ಇಂಗ್ಲಿಷ್ ಪದಗಳನ್ನು ಕಲಿಯಿರಿ ಮತ್ತು ನಿಮಿಷಗಳಲ್ಲಿ ನಿಮ್ಮ ಶಬ್ದಕೋಶವನ್ನು ಹೆಚ್ಚಿಸಿ ,Kannada
ಆದ್ದರಿಂದ ಇಂದು ನಾವು  ಹೊಸ ಸ್ಮಾರ್ಟ್ ಪದಗಳನ್ನು ಅವುಗಳ ಅರ್ಥಗಳ ಮೂಲ ಪದಗಳು ಮತ್ತು ಉದಾಹರಣೆ ವಾಕ್ಯಗಳನ್ನು ಕಲಿಯಲಿದ್ದೇವೆ ಆದ್ದರಿಂದ ಪ್ರತಿಯೊಬ್ಬರೂ ಹೋಗೋಣ ಮತ್ತು ಇದು ನೀವು ನೋಡುತ್ತಿರುವಿರಿ ,Kannada
ಮತ್ತು ಈ ವೀಡಿಯೊದಲ್ಲಿ ನಾನು ನಿಮಗೆ ದೈನಂದಿನ ಬಳಕೆಗಾಗಿ ಮತ್ತು ಈ ವೀಡಿಯೊದ ಕೊನೆಯಲ್ಲಿ  ಸ್ಮಾರ್ಟ್ ಪದಗಳನ್ನು ನೀಡಲಿದ್ದೇನೆ ,Kannada
ನಾನು ನಿಜವಾಗಿಯೂ ನಿರರ್ಗಳವಾಗಿ ಸ್ಮಾರ್ಟ್ ವರ್ಡ್ ಸಂಖ್ಯೆಯನ್ನು ಧ್ವನಿಸಲು ಸ್ಮಾರ್ಟ್ ಟಿಪ್ ನೀಡಲಿದ್ದೇನೆ ,Kannada
ಒಂದನ್ನು ಜೌಗು ಜೌಗು ಎಂದರೆ ಮುಳುಗಿಸುವುದು ಅಥವಾ ಪ್ರವಾಹ ಮಾಡುವುದು ಆದರೆ ಜೌಗು ಪ್ರದೇಶವನ್ನು ಹೆಚ್ಚಾಗಿ ನಾನು ಕೆಲಸದ ಸಂದರ್ಭದಲ್ಲಿ ಬಳಸಲಾಗುತ್ತದೆ  ನಾನು ಕೆಲಸದಲ್ಲಿ ಜೌಗು ಮಾಡಿದ್ದೇನೆ ನನಗೆ ಮಾಡಲು ತುಂಬಾ ಕೆಲಸವಿದೆ ಈ ವಾರ ಪೂರ್ತಿ ನಾನು ಕೆಲಸದಲ್ಲಿ ಜೌಗು ಮಾಡಿದ್ದೇನೆ ನಾನು ಈಗ ಉಸಿರಾಡಲು ಸಮಯ ಹೊಂದಿಲ್ಲ ಈಗ ಈ ಪದದ ಮೂಲವನ್ನು ನೋಡೋಣ ,Kannada
ಜೌಗು ಒಂದು ಗದ್ದೆ ಮತ್ತು ಯಾರಾದರೂ ಜೌಗು ಪ್ರದೇಶದ ಮೇಲೆ ತಪ್ಪಾದ ಸ್ಥಳದಲ್ಲಿ ಹೆಜ್ಜೆ ಹಾಕಿದರೆ ಅವರು ಸುಲಭವಾಗಿ ಮುಳುಗಬಹುದು ಮತ್ತು ಜೌಗು ಕ್ರಿಯಾಪದವು ಮುಳುಗುವುದು ಎಂದರ್ಥ ಆದ್ದರಿಂದ ನೀವು ಈ ಪದವನ್ನು ಹೇಗೆ ಬಳಸಬಹುದು ,Kannada
ನಿಮಗೆ ಸಾಕಷ್ಟು ಕಾರ್ಯಯೋಜನೆಗಳಿವೆ ಎಂದು ಹೇಳೋಣ ಮತ್ತು ನಿಮಗೆ ಪರೀಕ್ಷೆ ಬರಲಿದೆ ಮತ್ತು ನಿಮ್ಮ ಸ್ನೇಹಿತರು ನಿಮ್ಮ ಬಳಿಗೆ ಬರುತ್ತಾರೆ ಮತ್ತು ಅವರು ಹೇಳುತ್ತಾರೆ ,Kannada
ಹೇ ನೀವು ನಮ್ಮೊಂದಿಗೆ ಏಕೆ ಹ್ಯಾಂಗ್ out ಟ್ ಮಾಡಬಾರದು ಎಂದು ನೀವು ಅವರಿಗೆ ಹೇಳಬಹುದು ನಾನು ಕ್ಷಮಿಸಿ ಆದರೆ ನಾನು ಕೆಲಸದಲ್ಲಿ ಜೌಗು ಮಾಡಿದ್ದೇನೆ ಅಥವಾ ಜೌಗು ಜಾಗದಲ್ಲಿ ನೀವು ಬಳಸಬಹುದಾದ ಕೆಲವು ಪದಗಳನ್ನು ನಾನು ಜೌಗು ಮಾಡಿದ್ದೇನೆ ನಾನು ತುಂಬಾ ಸಿಕ್ಕಿದ್ದೇನೆ ಮಾಡಬೇಕಾದದ್ದು ,Kannada
ನನ್ನ ತಟ್ಟೆಯಲ್ಲಿ ತುಂಬಾ ಇದೆ ನಾನು ಕೆಲಸದಲ್ಲಿ ಮುಳುಗುತ್ತಿದ್ದೇನೆ ,Kannada
ನಾನು ನಿಯೋಜನೆಗಳೊಂದಿಗೆ ಭ್ರಮನಿರಸನಗೊಂಡಿದ್ದೇನೆ ಸ್ಮಾರ್ಟ್ ಪದ ಸಂಖ್ಯೆ ಎರಡು ಕ್ಯಾಚ್ - ಆಗಿದೆ ಈಗ ನಿಮಗೆ ಖಚಿತವಾಗಿದೆ  ಕ್ಯಾಚ್ - ಮೊದಲು ಈ ಪದವನ್ನು ನೀವು ಕೇಳಿದ್ದೇವೆ ಎಂದರೆ ನೀವು ಇನ್ನೊಂದನ್ನು ಮಾಡದ ಹೊರತು ನೀವು ಒಂದು ಕೆಲಸವನ್ನು ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ ಮತ್ತು ನೀವು ಇನ್ನೊಂದನ್ನು ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ ಏಕೆಂದರೆ ನೀವು ಮೊದಲನೆಯದನ್ನು ಮಾಡಿಲ್ಲ ,Kannada
ನಾನು ನಿಮ್ಮನ್ನು ಗೊಂದಲಕ್ಕೀಡಾಗಿದ್ದೇನೆ ಆದ್ದರಿಂದ ಕೆಲಸದ ಅನುಭವವಿಲ್ಲದೆ ನಿಮಗೆ ಕೆಲಸ ಸಿಗದಿದ್ದಾಗ ಕ್ಯಾಚ್ - ಪರಿಸ್ಥಿತಿ ಕೆಲವು ಉದಾಹರಣೆಗಳನ್ನು ನೀಡುತ್ತೇನೆ ,Kannada
ಎರಡನೆಯ ಮಹಾಯುದ್ಧದ ಸಮಯದಲ್ಲಿ ಸೈನಿಕರಿಗೆ ಅನ್ವಯವಾಗುವ ಕೆಲವು ವಿರೋಧಾತ್ಮಕ ನಿಯಮಗಳನ್ನು ವಿವರಿಸುವಾಗ ಜೋಸೆಫ್ ಹೆಲ್ಲರ್ ಅವರ ಅದೇ ಹೆಸರಿನ ಕ್ಯಾಚ್ - ಎಂಬ ಹೆಸರಿನ ಪ್ರಸಿದ್ಧ ಪುಸ್ತಕದಲ್ಲಿ ಜೋಚ್ ಹೆಲ್ಲರ್ ಅವರು ಕೆಲಸ ಪಡೆಯುವವರೆಗೂ ನಿಮಗೆ ಅನುಭವವನ್ನು ಪಡೆಯಲು ಸಾಧ್ಯವಿಲ್ಲ ,Kannada
ಕ್ಯಾಚ್ - ರ ಮತ್ತೊಂದು ಉದಾಹರಣೆಯೆಂದರೆ ನಿಮಗೆ ಬ್ಯಾಂಕ್ ಸಾಲ ಬೇಕು ಏಕೆಂದರೆ ನಿಮ್ಮಲ್ಲಿ ಸಾಕಷ್ಟು ಇಲ್ಲ ,Kannada
ಹಣ ಆದರೆ ನಿಮ್ಮ ಬಳಿ ಸಾಕಷ್ಟು ಹಣವಿದೆ ಎಂದು ನೀವು ಬ್ಯಾಂಕ್‌ಗೆ ಸಾಬೀತುಪಡಿಸದ ಹೊರತು ನೀವು ಆ ಬ್ಯಾಂಕ್ ಸಾಲವನ್ನು ಪಡೆಯುವುದಿಲ್ಲ ಆದ್ದರಿಂದ ಮುಂದಿನ ಬಾರಿ ನೀವು ಟ್ರಿಕಿ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿ ಸಿಲುಕಿಕೊಂಡಿದ್ದೀರಿ ಎಂಬುದನ್ನು ನೆನಪಿಡಿ ,Kannada
ಕ್ಯಾಚ್ - ಪದವನ್ನು ಬಳಸಲು ,Kannada
ಮತ್ತು ಕ್ಯಾಚ್ - ರ ಸ್ಥಳದಲ್ಲಿ ನೀವು ಬಳಸಬಹುದಾದ ಇತರ ಪದಗಳು ವಿರೋಧಾಭಾಸ ಅಥವಾ ಸಂದಿಗ್ಧತೆ ಸ್ಮಾರ್ಟ್ ಪದ ,Kannada
ಮೂರನೆಯ ಸಂಖ್ಯೆ ಸುವ್ ಸುವ್ ಸುವ್ ಎಂದರೆ ಸಭ್ಯವಾಗಿರಲು ತಂಪಾಗಿರಲು ಅತ್ಯಾಧುನಿಕ ಮತ್ತು ,Kannada
ಸುಸೇವ್ ಎಂಬ ಪದವು ಹಲವಾರು ವಿಭಿನ್ನ ಮೂಲಗಳನ್ನು ಹೊಂದಿದೆ ಆದರೆ ಈ ಪದದ ಒಂದು ಕುತೂಹಲಕಾರಿ ಮೂಲವೆಂದರೆ ಆಹ್ಲಾದಕರ ಅಥವಾ ಸಿಹಿ ರುಚಿಯ ಉದಾಹರಣೆ ,Kannada
ಅವನು ತುಂಬಾ ಪೋಯ್ಸ್ಡ್ ಮತ್ತು ವಿಶೇಷವಾಗಿ ಹೆಂಗಸರ ಮುಂದೆ ಅಥವಾ ಬರಾಕ್ ಒಬಾಮಾ ತುಂಬಾ ಮೃದುವಾದ ಮತ್ತು ಹೊಳಪುಳ್ಳವನಾಗಿದ್ದಾನೆ ನೀವು ಮುಂದಿನ ಬಾರಿ ಪಾರ್ಟಿಯಲ್ಲಿರುವಾಗ ನೆನಪಿಡಿ ಮತ್ತು ನೀವು ಈ ವ್ಯಕ್ತಿಯನ್ನು ನೋಡುತ್ತೀರಿ ,Kannada
ಉತ್ತಮ ನಡತೆ ಮತ್ತು ಸುಸಂಸ್ಕೃತ ಮತ್ತು ಅತ್ಯಾಧುನಿಕ ,Kannada
ಹೇ ಹೇಳಲು ಮರೆಯಬೇಡಿ ಈ ಪದವನ್ನು ಬಳಸಿ ಮೂಲೆಯಲ್ಲಿಯೇ ಇರುವ ಆ ವ್ಯಕ್ತಿ ಯಾರು ನಿಮ್ಮ ಶಬ್ದಕೋಶವನ್ನು ತಕ್ಷಣ ಮಾಡುತ್ತದೆ ,Kannada
